time,height,bme_temp,bme_press,bme_hum,bmp_temp,bmp_press,voc_raw,accel_x,accel_y,accel_z,lin_accel_x,lin_accel_y,lin_accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,euler_x,euler_y,euler_z,quat_w,quat_x,quat_y,quat_z,year,month,day,hour,minute,second,lon,lat,alt,velN,velE,velD,pump_feedback,valven_feedback,valve1_feedback,valve2_feedback,press_1,temp_1,press_2,temp_2,press_3,temp_3,press_4,temp_4
50.78341775662276,66.32472274757525,17.11622645769888,12.290991293634402,23.8832838873669,60.94608574962126,16.29630979124207,72.00787828945035,81.72252331830235,81.55139249417768,63.650427594581686,71.54013324395306,14.016455209316714,90.31803323673016,28.337684307744084,47.11961267218901,15.16521453797479,41.06203394868493,99.22918966482595,73.95128161151533,33.23895173280881,95.85049149526849,1.926514900893228,21.051159734227596,68.75615825097451,57.64853289869325,11.36488152279177,87.61231552513058,2.032164090652988,12.563254482146824,41.117798821057306,5.9993219016908235,95.58636778357878,84.81501350434499,52.09493871753511,99.18687782646391,8.28148168887588,39.29249697321888,89.00681590429426,97.30735216705033,74.83063083361924,44.92007846984142,29.9864883147278,85.53657306760843,87.67180475801229,18.131855776446958,51.25078279033916,11.50967651617194,84.69054704953953,60.87671937123895,0.6851744211798239
44.251339485924845,59.81252574774217,57.838366479502035,54.31425863068575,20.863025559519798,48.67054699971737,86.4584310117948,49.5383726809701,77.19309609221698,30.204303800548082,29.821861546086037,93.71144771662541,44.46268358906005,10.34768984250144,14.847909862046427,19.48355330151704,91.71572561078405,2.663837838789218,74.76317688844027,11.972976165028426,71.23933627724467,93.69187311165777,69.85463518764526,46.37659912814313,27.252622941746573,59.915598667582614,93.5562161356894,29.84761214687137,53.595123732561724,99.4658259662711,59.197096196701935,19.09314176354827,9.013235197112934,23.977525147193557,82.1903523015118,72.48745378121944,53.780593642187355,93.5868740837288,83.2236312677299,42.25369510010408,47.44775718499222,77.98160303758141,91.25904193816903,71.41546678781107,51.43588128737504,50.61109720357641,18.498330229691184,58.89833828806328,71.11133729999177,19.6395729545087,7.809257483472843
13.728142719427684,67.50314544318714,56.93585133983563,11.579628896405946,87.03879345405161,64.39442395804235,43.61562501897044,8.459801071280504,44.26435306109394,39.33700074114094,97.64007456757207,52.66934516020632,84.69972938739751,61.47569011184658,86.0397948622871,46.41116171474382,12.884886339624313,35.6192514300676,80.88911049996088,0.9048758920566224,19.95572474763675,68.92706538458567,12.325971123083935,56.455808331185466,40.05519332684073,0.8661524310672908,43.45442731166855,54.58273062729214,6.928629992107249,6.072977178793737,15.00639897475493,40.4666289525686,63.002528188781056,65.18226135814123,97.58483687432319,12.443055718360508,9.55571727985609,48.2380651990351,75.56482924161726,23.79651364951477,42.00694036047693,12.647992810241727,2.6826107446275227,90.01416452741476,12.711364982770723,88.09726884418225,69.40830092389213,42.318904558512926,90.50157138678688,87.33774013779563,46.97698701756037
42.509498908162804,24.92144951313292,39.39934285541775,64.24018893972978,95.62649831634616,33.255187196127935,73.9230225576292,45.4447021871069,17.72575617316714,84.61986615075622,84.24946147646023,13.013925926597302,6.525751000035729,36.6536598840388,98.86522633776393,0.18466282562229486,61.21250061895178,41.160821689664786,59.22412650346281,18.998230855567744,46.85142514829439,73.21815553357587,97.60465843414774,67.24776594909365,99.21489448110516,82.16912220982023,52.792836305223766,49.103912596759066,91.44366059452611,38.03373524336063,86.66802174262645,54.1443274958717,60.145245441711936,37.860952019659265,69.56732701600474,36.732140866308896,5.721033346865767,22.410110170750553,79.75331719837342,43.83638085000153,53.26927941377455,77.28219895916858,7.096093299040984,26.1590721760496,97.91821135326686,15.244463319305723,78.20315280092748,9.10185321243947,78.23507391862961,40.71206551535851,14.068177919555215
88.04238432888107,13.2844039983402,96.30985599547125,61.233538366295804,95.66756785819194,18.843857576735857,9.118421605666683,85.7132954111504,68.07413899955186,14.950375497539914,64.92354832666847,76.01376846097092,68.71348521380956,71.41123741878212,59.27527433116244,82.58478031521406,42.62672449308502,36.34310188333204,60.76207965970981,74.88330919377478,33.9609006720521,24.06107669522327,12.66822318957913,35.791483104300724,60.212196424758346,62.80086380604497,28.584091329190862,80.1199202052618,86.3712404221938,10.58070754658299,89.9790945511857,97.94196989568115,31.886069471061994,95.19326075009998,13.163520877538437,69.36879153895768,73.7316122682426,56.578302452619425,1.0462414989171998,66.97917736414728,94.06794251747861,33.88879613084826,28.051232743101608,90.18400447529869,42.48455930956961,8.353804438525348,43.903001022417165,6.894154035704336,41.604500751705906,37.25637822034997,8.592048140294795
77.38163086924857,16.94492707872094,63.08712615606521,59.74444185773009,44.1782666429903,96.90852981545913,99.04146480325895,54.7937612355231,66.14812123299004,30.292487178936867,7.432636854416974,44.60606526039247,48.42926325630569,83.44719871460349,95.16921925350381,9.770019111280092,18.525405184781064,85.5684622980176,50.66926926986777,14.2788614055403,83.39556994650525,78.95016719139221,29.931669627679703,64.50717084951634,46.617283464442764,39.33476926144455,16.721909543881896,69.61261342410768,18.83922924670154,98.11987034531339,3.673836113615081,98.31727762730318,37.23459545289999,20.922153902379158,59.831574570651846,29.652809410094093,58.3829919101439,88.56247892637565,66.62959967385245,25.87803304006685,2.6310366773252936,49.29336315369818,7.527443058696814,25.699975375914075,0.13677755971870376,99.47795793804256,27.210684485308146,71.06781433157127,28.541791367413825,52.23069488300518,63.066298090677556
64.24783050847405,14.83577529228375,33.26892012224839,67.17905332881485,89.42238960390534,35.745451360054545,8.894721079875678,28.90026506510757,98.76978385588198,41.0817577087107,70.55906206706105,75.33548848622108,23.278854928141325,41.213115567102086,25.10641142469362,60.80144084454331,16.504424836051946,6.185526967158461,86.85810976843092,55.35609256678223,34.10781559652559,98.55657686095313,10.34294135395486,16.57827763525961,71.74461607020146,69.39195812614604,23.174378007678374,48.90032573569583,30.982932315445655,75.47031542856479,30.8737387924919,47.40673907761198,35.104556402836494,74.87055196966787,85.30796068134852,14.728817588441567,56.21553723525638,4.845297960568262,51.17992326195656,24.135389560577046,79.40717917613236,98.2497212790072,58.8863954015363,60.946368870400825,26.938922542472966,68.60804974677531,96.34562845555918,87.55643782024495,27.719848070157926,9.574304390549981,52.54410603939095
99.49156289566612,96.7453285355074,85.63233212212332,41.16391201457405,22.897978446173294,16.74433412064298,28.500125257323727,58.339919258852845,83.86785916290663,84.16473321222405,9.033532360491847,17.079766984119203,84.39390236547644,67.25124137103788,26.549546685801985,32.73120959552458,29.045835596356994,18.102222357723583,50.581948952740554,64.59401959274844,46.80294953114147,81.40373671326303,23.726296233427703,91.86220141821084,20.577427793899496,74.20525684399827,37.7421790176416,69.49637832159719,35.85104177156128,13.588668666833614,40.145778669497325,25.20977843889677,50.228762653874114,77.51516530494595,12.334243733253537,1.50812623133878,52.73436213922903,83.50042105924437,6.01407804325097,11.25735781320989,59.37081216181285,80.05431185762582,80.84245232335005,56.98197632161887,15.386942056569142,92.72170736942059,1.7302353944659066,75.72161587937931,49.69138700415877,71.72933696144803,14.165183157307059
47.526601972838634,23.600799737519363,51.41070440802813,50.61306286596919,30.640003223652457,24.91328424279513,46.384764215450794,60.520825039559845,37.166358591620494,79.53704466307614,7.94721430608869,46.252661931264825,83.46762409619137,90.35256824944862,8.912959071795324,20.848311796825204,16.909827162824044,54.87044836238998,0.9498567611282427,4.97572128867726,28.438633986798155,18.25906568705886,14.029457260093059,56.51024741781334,23.17860662212491,24.603357040600272,27.790326588399317,66.58680653914813,76.01480405870701,60.79507166667306,4.039385640204207,24.376175977432325,43.9684019010814,42.231021863295915,18.736302281386397,69.75157616173195,78.93723213413311,66.17692807966202,98.84796474919011,83.19768461548817,12.619617322653031,29.134597898337056,14.438483811684177,34.07390915246242,78.03989744897729,96.74979213431159,59.42211754924897,92.54039713548896,29.394685847128542,62.85401710772944,17.525945270170297
13.643693823302605,49.230061635065994,53.6832346335028,27.769882521762256,81.45357768373903,46.89133718493491,3.441885064334149,16.13957254615055,55.84649357719395,71.4246672047028,36.41360043092045,50.41749130309826,47.7707902297356,34.79991114143009,68.0755722332443,45.812454203665574,88.49789462784416,96.15251433501483,94.07769226551044,31.47285558404801,90.85818188722124,1.8777264955158635,43.81612301075942,57.939933288764344,28.932085070354276,89.47074546944708,38.06612034688596,76.84834290405028,45.36547759481172,99.37967679658433,75.97182388642743,35.00643676379386,95.20664112383709,75.94611262804976,49.981246385181954,27.631231862733287,59.61293151630015,33.19791264499986,86.8403726302764,54.922506968280906,10.66992412594876,35.97272449667537,55.363061766229,0.5503908236288546,91.04422140013826,6.972542604104548,40.28493708568094,38.23939144462193,69.28515027885844,16.723772027328078,62.12104623914748
